DOCUMENT ID	TYPE	START POSITION	END POSITION	MATCHED TERM	PREFERRED FORM	ENTITY ID	ZONE	SENTENCE ID	ORIGIN	UMLS CUI	SENTENCE
Epicrisis19	biolink:PhenotypicFeature	627	631	left	Left	HP:0012835		S2	hp-full.json	CUI-less	":	atrophic kidney on the left sideallergy against grass, state after immunotherapyhypothyreosis course until today: lost to follow up, no dataTests: Echocardiography: 			11/2014: normal, no pulmonary hypertensionEar, Nose, and throat-department:	11/2014: no relevant findingsUltrasound abdomen:	02/11, 05/11/2014:	suspicion of ruptured ovarian cystChestX-Ray:		05/11/2014:	consolidation right basal areas, atelectasis?"
Epicrisis19	biolink:PhenotypicFeature	1008	1019	atelectasis	Atelectasis	HP:0100750		S2	hp-full.json	CUI-less	":	atrophic kidney on the left sideallergy against grass, state after immunotherapyhypothyreosis course until today: lost to follow up, no dataTests: Echocardiography: 			11/2014: normal, no pulmonary hypertensionEar, Nose, and throat-department:	11/2014: no relevant findingsUltrasound abdomen:	02/11, 05/11/2014:	suspicion of ruptured ovarian cystChestX-Ray:		05/11/2014:	consolidation right basal areas, atelectasis?"
Epicrisis19	biolink:PhenotypicFeature	1776	1784	excluded	Excluded	HP:0040285		S3	hp-full.json	CUI-less	"CT:			03/11/2014: 	obstruction of middle lobe bronchus and right lower lobe bronchusPET-CT:			11/2014:	 no malignancyBronchoscopy:		03/11/2014:	right lower lobe blocked by blood clot28/11/2014: 	blood residues in bronchial system, one organized clot in right bronchial system which can be removed, no signs of a tumorBAL:			11/2014: 	microbiology:  	no viruses/ bacteriaCytology: macrophages 94%, lymphocytes 4%, PMN 1%; PAS stain negative, hemosiderin-loaden macrophages 60%, fat stain negativeLaboratory: 		11/2014:	autoantibodies negative (ANAs, ANCAs, Anti-PR3, Anti-MPO, Anti-glom.-BM, GBM-AK)Lung biopsy:		11/2014:	biopsy of clot: blood and fibrin Lung function: 		11/2014: 	FEV1 79%, FVC 73%Genetics: 		not doneSweat test: 		not doneTuberculosis:		excluded (not mentioned, how)clinical working diagnosis:	pulmonary hemosiderosis"
Epicrisis25	biolink:PhenotypicFeature	122	129	healthy	Healthy	HP:0032322		S1	hp-full.json	CUI-less	DE-M-0076Date of birth: 08.12.2002Gestational age: term, uneventful pregnancy and birthHealth status of the parents: both healthy, from TurkeyConsanguinity of the parents: noSiblings: 3 healthy sistersChronic/severe lung diseases in the family: mother with doctor´s diagnosed AsthmaCurrent diagnosis: idiopathic pulmonary haemorrhage  EpicrisisKnown anaemia since the age of 12 years (one Erythrocyte transfusion necessary, coeliac disease/ Hb-globinopathy, Spherocytosis ruled out; diagnosis at that time transient Erythoblastopenia).
Epicrisis25	biolink:PhenotypicFeature	186	193	healthy	Healthy	HP:0032322		S1	hp-full.json	CUI-less	DE-M-0076Date of birth: 08.12.2002Gestational age: term, uneventful pregnancy and birthHealth status of the parents: both healthy, from TurkeyConsanguinity of the parents: noSiblings: 3 healthy sistersChronic/severe lung diseases in the family: mother with doctor´s diagnosed AsthmaCurrent diagnosis: idiopathic pulmonary haemorrhage  EpicrisisKnown anaemia since the age of 12 years (one Erythrocyte transfusion necessary, coeliac disease/ Hb-globinopathy, Spherocytosis ruled out; diagnosis at that time transient Erythoblastopenia).
Epicrisis25	biolink:PhenotypicFeature	216	229	lung diseases	Abnormal lung morphology	HP:0002088_SYNONYM		S1	hp-full.json	CUI-less	DE-M-0076Date of birth: 08.12.2002Gestational age: term, uneventful pregnancy and birthHealth status of the parents: both healthy, from TurkeyConsanguinity of the parents: noSiblings: 3 healthy sistersChronic/severe lung diseases in the family: mother with doctor´s diagnosed AsthmaCurrent diagnosis: idiopathic pulmonary haemorrhage  EpicrisisKnown anaemia since the age of 12 years (one Erythrocyte transfusion necessary, coeliac disease/ Hb-globinopathy, Spherocytosis ruled out; diagnosis at that time transient Erythoblastopenia).
Epicrisis25	biolink:PhenotypicFeature	350	357	anaemia	Anemia	HP:0001903_SYNONYM		S1	hp-full.json	CUI-less	DE-M-0076Date of birth: 08.12.2002Gestational age: term, uneventful pregnancy and birthHealth status of the parents: both healthy, from TurkeyConsanguinity of the parents: noSiblings: 3 healthy sistersChronic/severe lung diseases in the family: mother with doctor´s diagnosed AsthmaCurrent diagnosis: idiopathic pulmonary haemorrhage  EpicrisisKnown anaemia since the age of 12 years (one Erythrocyte transfusion necessary, coeliac disease/ Hb-globinopathy, Spherocytosis ruled out; diagnosis at that time transient Erythoblastopenia).
Epicrisis25	biolink:PhenotypicFeature	458	471	Spherocytosis	Spherocytosis	HP:0004444		S1	hp-full.json	CUI-less	DE-M-0076Date of birth: 08.12.2002Gestational age: term, uneventful pregnancy and birthHealth status of the parents: both healthy, from TurkeyConsanguinity of the parents: noSiblings: 3 healthy sistersChronic/severe lung diseases in the family: mother with doctor´s diagnosed AsthmaCurrent diagnosis: idiopathic pulmonary haemorrhage  EpicrisisKnown anaemia since the age of 12 years (one Erythrocyte transfusion necessary, coeliac disease/ Hb-globinopathy, Spherocytosis ruled out; diagnosis at that time transient Erythoblastopenia).
Epicrisis25	biolink:PhenotypicFeature	506	515	transient	Transient	HP:0025153		S1	hp-full.json	CUI-less	DE-M-0076Date of birth: 08.12.2002Gestational age: term, uneventful pregnancy and birthHealth status of the parents: both healthy, from TurkeyConsanguinity of the parents: noSiblings: 3 healthy sistersChronic/severe lung diseases in the family: mother with doctor´s diagnosed AsthmaCurrent diagnosis: idiopathic pulmonary haemorrhage  EpicrisisKnown anaemia since the age of 12 years (one Erythrocyte transfusion necessary, coeliac disease/ Hb-globinopathy, Spherocytosis ruled out; diagnosis at that time transient Erythoblastopenia).
Epicrisis25	biolink:PhenotypicFeature	606	615	recurrent	Recurrent	HP:0031796		S2	hp-full.json	CUI-less	Since the age of about 13 years (2-3 years from baseline) history of recurrent and increasing coughing with brown mucus/blood  (2x/months).
Epicrisis25	biolink:PhenotypicFeature	631	639	coughing	Cough	HP:0012735_SYNONYM		S2	hp-full.json	CUI-less	Since the age of about 13 years (2-3 years from baseline) history of recurrent and increasing coughing with brown mucus/blood  (2x/months).
Epicrisis25	biolink:PhenotypicFeature	631	639	coughing	Cough	HP:0012735		S2	hp-full.json	CUI-less	Since the age of about 13 years (2-3 years from baseline) history of recurrent and increasing coughing with brown mucus/blood  (2x/months).
Epicrisis25	biolink:PhenotypicFeature	759	767	coughing	Cough	HP:0012735_SYNONYM		S3	hp-full.json	CUI-less	Since the age of 15 years (6 months from baseline) dyspnoea at night times due to coughing.
Epicrisis25	biolink:PhenotypicFeature	759	767	coughing	Cough	HP:0012735		S3	hp-full.json	CUI-less	Since the age of 15 years (6 months from baseline) dyspnoea at night times due to coughing.
Epicrisis25	biolink:PhenotypicFeature	877	882	fever	Fever	HP:0001945		S5	hp-full.json	CUI-less	No fever, no night sweat, no nose-bleeding.
Epicrisis25	biolink:PhenotypicFeature	887	898	night sweat	Night sweats	HP:0030166		S5	hp-full.json	CUI-less	No fever, no night sweat, no nose-bleeding.
Epicrisis25	biolink:PhenotypicFeature	893	898	sweat	Hyperhidrosis	HP:0000975_SYNONYM		S5	hp-full.json	CUI-less	No fever, no night sweat, no nose-bleeding.
Epicrisis25	biolink:PhenotypicFeature	903	916	nose-bleeding	Epistaxis	HP:0000421_SYNONYM		S5	hp-full.json	CUI-less	No fever, no night sweat, no nose-bleeding.
Epicrisis25	biolink:PhenotypicFeature	1194	1202	positive	Position	HP:0012830		S6	hp-full.json	CUI-less	Diagnostics:UKG (2016): normal, no pulmonary pressureLungfunction (01/2017): restrictive pattern, DLCO (01/2017): 30 – 40%Exercise (8 Minutes running): 880 meters, drop of oxygen-level  88%CT-Scan (01/2017):GGO, consolidations, LymphadenopathiaBronchoscopy (01/2017): normal, positive Fe-Stain (99%), BAL: mild elevation of neutrophils/eosinophils unspecific Urine (01/2017): Proteinuria (Protein 304mg/24h), Haemoccult (01/2017): negative (3x)Blood (01/2017): Anaemia (Hb 10.8 g/dl), ANA 1:3200, MPO-AK 34RE/ml (<20), Il-2-recptor 1376 U/ml (158 – 623), other auto-antibodies negative, quantiferon negativeNasal-biopsy/ transbronchial biopsy: unspecific findings, suggestive for pulmonary haemorrhage  because of increased hämophagocytes/ Siderophages.
Epicrisis25	biolink:PhenotypicFeature	1224	1228	mild	Mild	HP:0012825		S6	hp-full.json	CUI-less	Diagnostics:UKG (2016): normal, no pulmonary pressureLungfunction (01/2017): restrictive pattern, DLCO (01/2017): 30 – 40%Exercise (8 Minutes running): 880 meters, drop of oxygen-level  88%CT-Scan (01/2017):GGO, consolidations, LymphadenopathiaBronchoscopy (01/2017): normal, positive Fe-Stain (99%), BAL: mild elevation of neutrophils/eosinophils unspecific Urine (01/2017): Proteinuria (Protein 304mg/24h), Haemoccult (01/2017): negative (3x)Blood (01/2017): Anaemia (Hb 10.8 g/dl), ANA 1:3200, MPO-AK 34RE/ml (<20), Il-2-recptor 1376 U/ml (158 – 623), other auto-antibodies negative, quantiferon negativeNasal-biopsy/ transbronchial biopsy: unspecific findings, suggestive for pulmonary haemorrhage  because of increased hämophagocytes/ Siderophages.
Epicrisis25	biolink:PhenotypicFeature	1294	1305	Proteinuria	Proteinuria	HP:0000093		S6	hp-full.json	CUI-less	Diagnostics:UKG (2016): normal, no pulmonary pressureLungfunction (01/2017): restrictive pattern, DLCO (01/2017): 30 – 40%Exercise (8 Minutes running): 880 meters, drop of oxygen-level  88%CT-Scan (01/2017):GGO, consolidations, LymphadenopathiaBronchoscopy (01/2017): normal, positive Fe-Stain (99%), BAL: mild elevation of neutrophils/eosinophils unspecific Urine (01/2017): Proteinuria (Protein 304mg/24h), Haemoccult (01/2017): negative (3x)Blood (01/2017): Anaemia (Hb 10.8 g/dl), ANA 1:3200, MPO-AK 34RE/ml (<20), Il-2-recptor 1376 U/ml (158 – 623), other auto-antibodies negative, quantiferon negativeNasal-biopsy/ transbronchial biopsy: unspecific findings, suggestive for pulmonary haemorrhage  because of increased hämophagocytes/ Siderophages.
Epicrisis25	biolink:PhenotypicFeature	1379	1386	Anaemia	Anemia	HP:0001903_SYNONYM		S6	hp-full.json	CUI-less	Diagnostics:UKG (2016): normal, no pulmonary pressureLungfunction (01/2017): restrictive pattern, DLCO (01/2017): 30 – 40%Exercise (8 Minutes running): 880 meters, drop of oxygen-level  88%CT-Scan (01/2017):GGO, consolidations, LymphadenopathiaBronchoscopy (01/2017): normal, positive Fe-Stain (99%), BAL: mild elevation of neutrophils/eosinophils unspecific Urine (01/2017): Proteinuria (Protein 304mg/24h), Haemoccult (01/2017): negative (3x)Blood (01/2017): Anaemia (Hb 10.8 g/dl), ANA 1:3200, MPO-AK 34RE/ml (<20), Il-2-recptor 1376 U/ml (158 – 623), other auto-antibodies negative, quantiferon negativeNasal-biopsy/ transbronchial biopsy: unspecific findings, suggestive for pulmonary haemorrhage  because of increased hämophagocytes/ Siderophages.
Epicrisis25	biolink:PhenotypicFeature	1714	1726	Splenomegaly	Splenomegaly	HP:0001744		S7	hp-full.json	CUI-less	No hits for M. WegenerAbdomen-Sonography: Splenomegaly Ophthalmologic examination: normalBone marrow biopsy (04/2017): reactive changes (normal cell count, increased erythrocytopoesis)Ren-biopsy (04/2017): mild mesangioprolifertive glomerulopathia Lungbiopsy (07/2017): massive diffuse haemorrhage, mild chronical interstitial infection, mild fibrosis, mild lymphotic hyperplasiaFollow up:After diagnosis of idiopathic pulmonary haemorrhage  start therapy of pulsed methylprednisolone (4 x 20mg/kg iv on three days until end of 2017).
Epicrisis25	biolink:PhenotypicFeature	1878	1882	mild	Mild	HP:0012825		S7	hp-full.json	CUI-less	No hits for M. WegenerAbdomen-Sonography: Splenomegaly Ophthalmologic examination: normalBone marrow biopsy (04/2017): reactive changes (normal cell count, increased erythrocytopoesis)Ren-biopsy (04/2017): mild mesangioprolifertive glomerulopathia Lungbiopsy (07/2017): massive diffuse haemorrhage, mild chronical interstitial infection, mild fibrosis, mild lymphotic hyperplasiaFollow up:After diagnosis of idiopathic pulmonary haemorrhage  start therapy of pulsed methylprednisolone (4 x 20mg/kg iv on three days until end of 2017).
Epicrisis25	biolink:PhenotypicFeature	1950	1957	diffuse	Diffuse	HP:0020034		S7	hp-full.json	CUI-less	No hits for M. WegenerAbdomen-Sonography: Splenomegaly Ophthalmologic examination: normalBone marrow biopsy (04/2017): reactive changes (normal cell count, increased erythrocytopoesis)Ren-biopsy (04/2017): mild mesangioprolifertive glomerulopathia Lungbiopsy (07/2017): massive diffuse haemorrhage, mild chronical interstitial infection, mild fibrosis, mild lymphotic hyperplasiaFollow up:After diagnosis of idiopathic pulmonary haemorrhage  start therapy of pulsed methylprednisolone (4 x 20mg/kg iv on three days until end of 2017).
Epicrisis25	biolink:PhenotypicFeature	1971	1975	mild	Mild	HP:0012825		S7	hp-full.json	CUI-less	No hits for M. WegenerAbdomen-Sonography: Splenomegaly Ophthalmologic examination: normalBone marrow biopsy (04/2017): reactive changes (normal cell count, increased erythrocytopoesis)Ren-biopsy (04/2017): mild mesangioprolifertive glomerulopathia Lungbiopsy (07/2017): massive diffuse haemorrhage, mild chronical interstitial infection, mild fibrosis, mild lymphotic hyperplasiaFollow up:After diagnosis of idiopathic pulmonary haemorrhage  start therapy of pulsed methylprednisolone (4 x 20mg/kg iv on three days until end of 2017).
Epicrisis25	biolink:PhenotypicFeature	1976	1985	chronical	Chronic	HP:0011010		S7	hp-full.json	CUI-less	No hits for M. WegenerAbdomen-Sonography: Splenomegaly Ophthalmologic examination: normalBone marrow biopsy (04/2017): reactive changes (normal cell count, increased erythrocytopoesis)Ren-biopsy (04/2017): mild mesangioprolifertive glomerulopathia Lungbiopsy (07/2017): massive diffuse haemorrhage, mild chronical interstitial infection, mild fibrosis, mild lymphotic hyperplasiaFollow up:After diagnosis of idiopathic pulmonary haemorrhage  start therapy of pulsed methylprednisolone (4 x 20mg/kg iv on three days until end of 2017).
Epicrisis25	biolink:PhenotypicFeature	2010	2014	mild	Mild	HP:0012825		S7	hp-full.json	CUI-less	No hits for M. WegenerAbdomen-Sonography: Splenomegaly Ophthalmologic examination: normalBone marrow biopsy (04/2017): reactive changes (normal cell count, increased erythrocytopoesis)Ren-biopsy (04/2017): mild mesangioprolifertive glomerulopathia Lungbiopsy (07/2017): massive diffuse haemorrhage, mild chronical interstitial infection, mild fibrosis, mild lymphotic hyperplasiaFollow up:After diagnosis of idiopathic pulmonary haemorrhage  start therapy of pulsed methylprednisolone (4 x 20mg/kg iv on three days until end of 2017).
Epicrisis25	biolink:PhenotypicFeature	2025	2029	mild	Mild	HP:0012825		S7	hp-full.json	CUI-less	No hits for M. WegenerAbdomen-Sonography: Splenomegaly Ophthalmologic examination: normalBone marrow biopsy (04/2017): reactive changes (normal cell count, increased erythrocytopoesis)Ren-biopsy (04/2017): mild mesangioprolifertive glomerulopathia Lungbiopsy (07/2017): massive diffuse haemorrhage, mild chronical interstitial infection, mild fibrosis, mild lymphotic hyperplasiaFollow up:After diagnosis of idiopathic pulmonary haemorrhage  start therapy of pulsed methylprednisolone (4 x 20mg/kg iv on three days until end of 2017).
CaseReport1	biolink:PhenotypicFeature	83	93	vasculitis	Vasculitis	HP:0002633		S1	hp-full.json	CUI-less	DOI: 10.1002/ppul.25286 L E T T E R S T O T H E E D I T O R Pulmonary eosinophilic vasculitis with granulomas and benralizumab in children Letter to the Editor, Pulmonary eosinophilia represents a group of heterogeneous dis- orders consisting of lung disease and eosinophilia in the peripheral blood, alveoli, and/or pulmonary interstitium.1 Subtype classifica- tions include eosinophilic pneumonia (acute and chronic), allergic bronchopulmonary aspergillosis (ABPA), eosinophilic granulomatosis with polyangiitis (EGPA), drug or parasite‐induced pulmonary eosi- nophilia, hypereosinophilic syndromes, and idiopathic pulmonary eosinophilia.1 These classifications are based on adult populations, and therefore may not always be applicable to pediatric patients.
CaseReport1	biolink:PhenotypicFeature	99	109	granulomas	Granuloma	HP:0032252		S1	hp-full.json	CUI-less	DOI: 10.1002/ppul.25286 L E T T E R S T O T H E E D I T O R Pulmonary eosinophilic vasculitis with granulomas and benralizumab in children Letter to the Editor, Pulmonary eosinophilia represents a group of heterogeneous dis- orders consisting of lung disease and eosinophilia in the peripheral blood, alveoli, and/or pulmonary interstitium.1 Subtype classifica- tions include eosinophilic pneumonia (acute and chronic), allergic bronchopulmonary aspergillosis (ABPA), eosinophilic granulomatosis with polyangiitis (EGPA), drug or parasite‐induced pulmonary eosi- nophilia, hypereosinophilic syndromes, and idiopathic pulmonary eosinophilia.1 These classifications are based on adult populations, and therefore may not always be applicable to pediatric patients.
CaseReport1	biolink:PhenotypicFeature	161	183	Pulmonary eosinophilia	Pulmonary eosinophilic infiltration	HP:0032071_SYNONYM		S1	hp-full.json	CUI-less	DOI: 10.1002/ppul.25286 L E T T E R S T O T H E E D I T O R Pulmonary eosinophilic vasculitis with granulomas and benralizumab in children Letter to the Editor, Pulmonary eosinophilia represents a group of heterogeneous dis- orders consisting of lung disease and eosinophilia in the peripheral blood, alveoli, and/or pulmonary interstitium.1 Subtype classifica- tions include eosinophilic pneumonia (acute and chronic), allergic bronchopulmonary aspergillosis (ABPA), eosinophilic granulomatosis with polyangiitis (EGPA), drug or parasite‐induced pulmonary eosi- nophilia, hypereosinophilic syndromes, and idiopathic pulmonary eosinophilia.1 These classifications are based on adult populations, and therefore may not always be applicable to pediatric patients.
